EventID,DT,X,Y,Z,COA,COA_NORM,GAU_X,GAU_Y,GAU_Z,GAU_ErrX,GAU_ErrY,GAU_ErrZ,COV_ErrX,COV_ErrY,COV_ErrZ,COV_Err_XYZ,TRIG_COA,DEC_COA,DEC_COA_NORM
20090120034524632,2009-01-20T03:45:24.664000Z,-83.903115,-78.161766,1.76,11.31,12.99,-83.905191,-78.161557,1.8112,0.0731,0.1028,0.2521,0.0487,0.0559,0.0788,0.0598,5.78,4.897,5.78
20090120034528268,2009-01-20T03:45:28.320000Z,-83.973098,-78.150068,1.87,6.192,7.05,-83.972884,-78.150134,1.8709,0.0702,0.1139,0.167,0.0591,0.0734,0.039,0.0553,3.063,2.613,3.063
20090120034611512,2009-01-20T03:46:11.520000Z,-84.013125,-78.140471,1.925,20.19,23.23,-84.013223,-78.140515,1.9241,0.0655,0.1001,0.1727,0.0303,0.0475,0.0366,0.0375,6.515,5.461,6.515
20090120034626576,2009-01-20T03:46:26.580000Z,-84.017907,-78.139439,1.95,21.81,25.36,-84.015933,-78.13973,1.9481,0.1639,0.0925,0.0667,0.0321,0.0456,0.0413,0.0393,7.061,5.847,7.061
20090120034632396,2009-01-20T03:46:32.404000Z,-83.974844,-78.150337,1.94,7.244,8.393,-83.973146,-78.150117,1.9061,0.0693,0.1467,0.1801,0.0645,0.0675,0.0455,0.0583,3.907,3.284,3.907
20090120034637168,2009-01-20T03:46:37.172000Z,-84.020343,-78.165145,2.025,5.939,6.761,-84.02127,-78.165005,2.0331,0.071,0.1418,0.2164,0.0653,0.0907,0.0515,0.0673,3.809,3.261,3.809
20090120034648308,2009-01-20T03:46:48.328000Z,-84.026464,-78.165948,2.06,6.491,7.299,-84.02721,-78.166112,2.0352,0.1517,0.1908,0.058,0.0721,0.0817,0.0464,0.0649,3.488,2.993,3.488
20090120034659836,2009-01-20T03:46:59.852000Z,-83.90966,-78.159572,1.775,7.147,8.314,-83.911151,-78.159565,1.8021,0.0739,0.1394,0.328,0.0793,0.1065,0.1187,0.1001,5.005,4.214,5.005
20090120034711800,2009-01-20T03:47:11.824000Z,-83.903333,-78.161542,1.8,10.19,11.72,-83.904003,-78.161673,1.8205,0.2993,0.0816,0.1056,0.0496,0.0725,0.0919,0.0691,6.034,5.1,6.034
20090120034715640,2009-01-20T03:47:15.660000Z,-84.02315,-78.14087,1.955,9.642,11.06,-84.023968,-78.14121,1.9406,0.1185,0.1794,0.0651,0.0414,0.0591,0.0428,0.0471,4.46,3.747,4.46
20090120034723216,2009-01-20T03:47:23.228000Z,-83.763675,-78.16048,1.95,43.2,49.21,-83.763623,-78.160604,1.92,0.2228,0.0823,0.0737,0.0236,0.0408,0.0741,0.0414,8.768,7.299,8.768
20090120034732732,2009-01-20T03:47:32.740000Z,-84.01421,-78.140068,1.91,14.04,16.47,-84.014055,-78.140636,1.9333,0.1651,0.0968,0.0661,0.034,0.0562,0.0378,0.0416,5.302,4.368,5.302
20090120034744652,2009-01-20T03:47:44.672000Z,-84.016384,-78.13953,1.9,17.25,20.27,-84.015823,-78.139702,1.9058,0.0689,0.098,0.1568,0.0351,0.0529,0.0475,0.0445,6.095,5.027,6.095
20090120034755564,2009-01-20T03:47:55.560000Z,-83.970917,-78.14989,1.93,7.871,9.008,-83.972647,-78.149991,1.9273,0.0715,0.1275,0.1741,0.0529,0.0627,0.0365,0.0495,3.604,3.049,3.604
20090120034814720,2009-01-20T03:48:14.728000Z,-84.022714,-78.140781,1.945,9.07,10.55,-84.022045,-78.140994,1.9418,0.134,0.1835,0.0698,0.0502,0.0645,0.0496,0.0543,4.706,3.949,4.706
20090120034835028,2009-01-20T03:48:35.036000Z,-83.903551,-78.162349,1.85,5.606,6.587,-83.906459,-78.162246,1.8858,0.3572,0.1022,0.0893,0.1046,0.1436,0.1315,0.1255,3.989,3.327,3.989
20090120034839576,2009-01-20T03:48:39.608000Z,-83.903115,-78.161811,1.765,11.1,12.79,-83.905304,-78.161827,1.8061,0.2837,0.0863,0.0963,0.0635,0.0809,0.0926,0.078,6.109,5.105,6.109
20090120034841404,2009-01-20T03:48:41.412000Z,-84.014427,-78.139933,1.905,17.54,20.54,-84.014529,-78.140426,1.9237,0.0635,0.0938,0.1642,0.0329,0.0493,0.0331,0.0377,6.234,5.148,6.234
20090120034908012,2009-01-20T03:49:08.032000Z,-84.015733,-78.139843,1.92,22.87,26.61,-84.0154,-78.139889,1.9104,0.1596,0.0914,0.0712,0.0292,0.0378,0.045,0.0367,6.842,5.698,6.842
20090120034923520,2009-01-20T03:49:23.556000Z,-84.021191,-78.141005,1.91,8.013,9.104,-84.0206,-78.141347,1.9071,0.1259,0.1927,0.0661,0.059,0.0789,0.051,0.0619,3.871,3.315,3.871
20090120034925248,2009-01-20T03:49:25.236000Z,-83.903551,-78.161542,1.79,8.204,9.437,-83.905844,-78.161595,1.7867,0.0806,0.1136,0.2921,0.0862,0.1054,0.1169,0.102,5.167,4.365,5.167
20090120034931660,2009-01-20T03:49:31.660000Z,-83.97048,-78.1498,1.935,9.141,10.53,-83.969909,-78.149786,1.9093,0.0631,0.1229,0.1501,0.0497,0.0555,0.0391,0.0476,3.833,3.219,3.833
20090120034932996,2009-01-20T03:49:33.016000Z,-84.012516,-78.168551,1.995,8.157,9.341,-84.014636,-78.168453,1.977,0.064,0.1362,0.1692,0.0463,0.048,0.0381,0.0439,4.213,3.579,4.213
20090120034945936,2009-01-20T03:49:45.956000Z,-84.025522,-78.13854,1.91,7.977,9.497,-84.026991,-78.138773,1.9087,0.1864,0.1059,0.0726,0.047,0.0642,0.0469,0.0521,4.831,3.959,4.831
20090120034950848,2009-01-20T03:49:50.872000Z,-84.030179,-78.166305,2.0,11.05,12.64,-84.028937,-78.166325,1.9902,0.0615,0.1166,0.1566,0.0528,0.0569,0.0371,0.0481,4.548,3.832,4.548
20090120034954804,2009-01-20T03:49:54.816000Z,-84.029394,-78.134015,1.91,5.588,6.315,-84.029142,-78.134039,1.9015,0.0694,0.1364,0.238,0.0595,0.0891,0.0814,0.0756,3.7,3.201,3.7
20090120034959636,2009-01-20T03:49:59.644000Z,-84.013343,-78.140471,1.925,11.57,13.52,-84.013307,-78.140513,1.9205,0.1742,0.0955,0.0646,0.0393,0.0642,0.0413,0.0471,4.982,4.131,4.982
20090120035002172,2009-01-20T03:50:02.184000Z,-84.043268,-78.147175,2.015,7.082,8.064,-84.040692,-78.147149,2.0049,0.0633,0.1541,0.139,0.0652,0.0622,0.0394,0.0543,3.559,3.041,3.559
20090120035007032,2009-01-20T03:50:07.052000Z,-83.765642,-78.160122,1.96,47.12,55.03,-83.764926,-78.160325,1.9234,0.2411,0.0909,0.0776,0.0318,0.0448,0.0806,0.0486,8.717,7.019,8.717
20090120035010012,2009-01-20T03:50:10.008000Z,-84.047259,-78.152682,2.04,5.599,6.353,-84.048603,-78.152848,2.0216,0.0653,0.1371,0.18,0.0662,0.0833,0.0431,0.0619,3.013,2.595,3.013
20090120035018088,2009-01-20T03:50:18.112000Z,-83.971571,-78.149934,1.92,6.065,7.16,-83.973283,-78.150043,1.9101,0.0662,0.1182,0.1702,0.0838,0.0728,0.0523,0.0683,3.649,2.952,3.649
20090120035018592,2009-01-20T03:50:18.612000Z,-84.01617,-78.139933,1.955,14.55,17.38,-84.015134,-78.139933,1.929,0.165,0.0993,0.0644,0.0326,0.0516,0.0425,0.0415,5.532,4.458,5.532
20090120035020684,2009-01-20T03:50:20.688000Z,-84.02315,-78.14087,1.95,5.939,7.118,-84.02324,-78.141234,1.9557,0.2142,0.1087,0.0678,0.05,0.0847,0.0487,0.059,4.045,3.299,4.045
20090120035027576,2009-01-20T03:50:27.600000Z,-84.012516,-78.168507,1.995,8.73,10.17,-84.014351,-78.168337,1.991,0.0625,0.1602,0.17,0.0571,0.0562,0.0376,0.0494,4.191,3.485,4.191
20090120035041876,2009-01-20T03:50:41.912000Z,-84.029196,-78.135852,1.905,17.75,20.39,-84.028059,-78.136141,1.9171,0.1828,0.0913,0.0701,0.0249,0.0358,0.0357,0.0317,5.71,4.766,5.71
20090120035102808,2009-01-20T03:51:02.828000Z,-83.903333,-78.161498,1.805,8.617,10.01,-83.904853,-78.161825,1.8328,0.2839,0.0742,0.102,0.0793,0.0876,0.1091,0.0912,4.429,3.695,4.429
20090120035106748,2009-01-20T03:51:06.760000Z,-83.970917,-78.14989,1.925,7.373,8.601,-83.971543,-78.149997,1.9245,0.071,0.1174,0.1781,0.0498,0.06,0.0364,0.0477,3.764,3.124,3.764
20090120035127216,2009-01-20T03:51:27.224000Z,-84.014209,-78.139978,1.9,22.52,26.36,-84.01401,-78.140684,1.9299,0.0666,0.0998,0.1787,0.025,0.0453,0.0373,0.0348,6.639,5.475,6.639
20090120035133604,2009-01-20T03:51:33.628000Z,-84.012297,-78.168462,1.995,10.84,12.5,-84.014306,-78.168301,1.9891,0.0593,0.127,0.1569,0.0456,0.0496,0.0371,0.0438,4.631,3.868,4.631
20090120035137112,2009-01-20T03:51:37.136000Z,-84.016381,-78.139306,1.855,10.51,12.56,-84.015018,-78.13959,1.885,0.1524,0.0905,0.063,0.037,0.0436,0.0504,0.0433,5.703,4.612,5.703
20090120035139560,2009-01-20T03:51:39.588000Z,-83.971353,-78.149845,1.92,5.511,6.28,-83.970077,-78.149537,1.8755,0.0663,0.1313,0.1783,0.0713,0.0785,0.0487,0.0648,3.25,2.782,3.25
20090120035150268,2009-01-20T03:51:50.292000Z,-84.022022,-78.137064,1.92,6.798,7.761,-84.021355,-78.137306,1.9036,0.1457,0.2087,0.0762,0.0445,0.0687,0.0589,0.0565,4.388,3.753,4.388
20090120035207572,2009-01-20T03:52:07.592000Z,-84.012297,-78.168462,1.995,5.944,6.832,-84.014002,-78.16825,1.9837,0.0584,0.1667,0.1491,0.0764,0.0699,0.0467,0.063,3.286,2.786,3.286
20090120035237612,2009-01-20T03:52:37.608000Z,-84.020758,-78.141274,1.945,6.173,7.295,-84.01933,-78.141387,1.919,0.2008,0.1153,0.0664,0.0664,0.0846,0.044,0.0628,3.921,3.231,3.921
20090120035246384,2009-01-20T03:52:46.408000Z,-84.015951,-78.139843,1.925,16.78,19.59,-84.015965,-78.140112,1.9208,0.1522,0.0912,0.0637,0.0395,0.0481,0.0415,0.0429,5.255,4.335,5.255
20090120035255356,2009-01-20T03:52:55.376000Z,-84.012953,-78.168551,1.995,8.843,10.18,-84.014605,-78.168406,1.9835,0.0616,0.144,0.1703,0.0557,0.0542,0.0367,0.048,4.105,3.467,4.105
20090120035300540,2009-01-20T03:53:00.568000Z,-84.02581,-78.166038,2.04,9.398,10.88,-84.02776,-78.166188,2.0018,0.0616,0.1318,0.16,0.0562,0.0583,0.0445,0.0526,3.785,3.158,3.785
20090120035304008,2009-01-20T03:53:04.016000Z,-84.012471,-78.140427,1.91,20.68,24.1,-84.013425,-78.140564,1.9264,0.0659,0.1045,0.177,0.0303,0.0498,0.0426,0.04,6.986,5.776,6.986
20090120035307720,2009-01-20T03:53:07.732000Z,-83.970698,-78.149755,1.925,6.464,7.301,-83.97045,-78.149542,1.9031,0.0704,0.1602,0.1945,0.0604,0.0685,0.042,0.0558,3.207,2.765,3.207
20090120035313352,2009-01-20T03:53:13.372000Z,-83.763233,-78.160927,1.845,49.2,56.64,-83.763866,-78.160623,1.9007,0.2193,0.0853,0.0695,0.0298,0.0494,0.0683,0.0465,8.72,7.15,8.72
20090120035337680,2009-01-20T03:53:37.712000Z,-83.903115,-78.161722,1.765,8.211,9.721,-83.905212,-78.161434,1.8064,0.0684,0.1022,0.2455,0.0548,0.0732,0.0853,0.0699,4.964,4.09,4.964
20090120035350512,2009-01-20T03:53:50.528000Z,-83.971135,-78.149934,1.935,6.484,7.68,-83.972916,-78.15053,1.9204,0.0766,0.1134,0.1801,0.0622,0.0988,0.0471,0.0662,3.712,3.0,3.712
20090120035351496,2009-01-20T03:53:51.520000Z,-84.012953,-78.168551,2.01,11.12,12.89,-84.014161,-78.168613,1.9892,0.1135,0.1522,0.0613,0.0485,0.0521,0.0358,0.0449,5.112,4.235,5.112
20090120035353300,2009-01-20T03:53:53.320000Z,-84.01254,-78.147771,2.065,6.914,7.881,-84.014618,-78.148014,2.0668,0.0855,0.2113,0.3305,0.1436,0.3083,0.0601,0.1386,4.174,3.556,4.174
20090120035401348,2009-01-20T03:54:01.376000Z,-83.980525,-78.184774,1.85,6.483,7.33,-83.98185,-78.184649,1.8582,0.0702,0.1178,0.2441,0.0557,0.0913,0.1405,0.0894,4.286,3.695,4.286
20090120035407620,2009-01-20T03:54:07.648000Z,-84.016166,-78.139574,1.9,19.64,22.62,-84.01497,-78.139864,1.8943,0.1746,0.0962,0.0693,0.0344,0.0488,0.0511,0.0441,7.161,6.031,7.161
20090120035424688,2009-01-20T03:54:24.724000Z,-83.97157,-78.1498,1.935,8.027,9.268,-83.971541,-78.149643,1.9139,0.067,0.1144,0.1741,0.0492,0.0643,0.0386,0.0496,3.947,3.326,3.947
20090120035430724,2009-01-20T03:54:30.756000Z,-84.025153,-78.165904,2.04,11.13,12.66,-84.026357,-78.165892,2.0172,0.0613,0.1344,0.1489,0.0543,0.0585,0.0349,0.048,4.165,3.532,4.165
20090120035438588,2009-01-20T03:54:38.592000Z,-84.012907,-78.140471,1.93,15.9,18.13,-84.013507,-78.140577,1.9346,0.0631,0.1035,0.1708,0.025,0.0453,0.0378,0.035,5.682,4.799,5.682
20090120035501204,2009-01-20T03:55:01.216000Z,-83.970917,-78.149845,1.93,6.764,7.871,-83.971742,-78.15002,1.9312,0.0663,0.113,0.1651,0.048,0.0599,0.0377,0.0477,3.316,2.759,3.316
20090120035502452,2009-01-20T03:55:02.456000Z,-84.017471,-78.139395,1.945,7.748,9.196,-84.016572,-78.139392,1.9303,0.2119,0.0996,0.0716,0.0477,0.0737,0.0572,0.0586,4.846,3.969,4.846
20090120035506316,2009-01-20T03:55:06.352000Z,-83.903551,-78.161498,1.8,8.434,10.07,-83.903626,-78.161803,1.7536,0.2425,0.074,0.0969,0.0426,0.0642,0.0849,0.0615,5.385,4.402,5.385
20090120035516032,2009-01-20T03:55:16.056000Z,-84.020973,-78.14105,1.905,8.439,9.532,-84.020755,-78.141419,1.906,0.1971,0.1186,0.071,0.057,0.075,0.0483,0.0591,4.474,3.848,4.474
20090120035531412,2009-01-20T03:55:31.432000Z,-84.012516,-78.168551,2.0,13.52,15.56,-84.014871,-78.168628,1.9803,0.119,0.1558,0.0619,0.025,0.0477,0.0341,0.0344,5.081,4.274,5.081
20090120035546456,2009-01-20T03:55:46.492000Z,-83.763452,-78.160883,1.84,40.51,47.38,-83.765053,-78.160492,1.9034,0.217,0.0885,0.0775,0.0249,0.0371,0.0741,0.0409,8.559,6.977,8.559
20090120035604076,2009-01-20T03:56:04.080000Z,-84.013124,-78.140382,1.915,17.19,19.94,-84.014127,-78.14052,1.9324,0.1596,0.0893,0.0646,0.0362,0.0475,0.0363,0.0397,6.039,5.036,6.039
20090120035607100,2009-01-20T03:56:07.124000Z,-83.902897,-78.162125,1.81,8.132,9.474,-83.903536,-78.162028,1.7965,0.2807,0.0751,0.0995,0.0636,0.0831,0.1052,0.0822,5.261,4.385,5.261
20090120035609040,2009-01-20T03:56:09.060000Z,-83.955438,-78.150162,2.0,5.853,6.692,-83.956566,-78.150211,1.9756,0.0724,0.1134,0.2066,0.0608,0.0981,0.0463,0.0652,3.338,2.852,3.338
20090120035615436,2009-01-20T03:56:15.456000Z,-84.012734,-78.168506,2.0,12.37,14.11,-84.014637,-78.168521,1.9833,0.0644,0.1292,0.166,0.0331,0.0486,0.0351,0.0384,4.654,3.95,4.654
20090120035617340,2009-01-20T03:56:17.392000Z,-83.981608,-78.183162,1.93,5.551,6.359,-83.980029,-78.183022,1.8932,0.0719,0.1435,0.2468,0.1152,0.1367,0.1895,0.144,3.873,3.308,3.873
20090120035626340,2009-01-20T03:56:26.352000Z,-84.025592,-78.166083,2.04,6.835,7.755,-84.028011,-78.165909,2.0157,0.0575,0.1812,0.1603,0.0932,0.0789,0.0548,0.0738,3.55,3.034,3.55
20090120035637452,2009-01-20T03:56:37.468000Z,-83.971353,-78.149979,1.93,5.964,6.848,-83.971779,-78.149764,1.9163,0.0623,0.1342,0.1733,0.111,0.0925,0.06,0.0851,3.101,2.62,3.101
20090120035639532,2009-01-20T03:56:39.544000Z,-84.020754,-78.140871,1.91,7.546,8.672,-84.021846,-78.140909,1.907,0.1787,0.1163,0.0676,0.0471,0.0633,0.0442,0.0509,4.58,3.895,4.58
20090120035649260,2009-01-20T03:56:49.284000Z,-84.01404,-78.168103,2.0,6.644,7.761,-84.014234,-78.16813,1.9892,0.1889,0.1127,0.0641,0.0504,0.059,0.0404,0.0493,4.204,3.471,4.204
20090120035650124,2009-01-20T03:56:50.128000Z,-84.018124,-78.13935,1.96,12.29,14.18,-84.017174,-78.139838,1.9616,0.0667,0.1196,0.1851,0.0401,0.0564,0.0414,0.0454,5.031,4.236,5.031
20090120035656752,2009-01-20T03:56:56.788000Z,-84.044828,-78.168089,2.105,5.89,6.634,-84.044255,-78.167914,2.0809,0.0124,0.0325,0.0334,0.0638,0.0789,0.056,0.0656,3.742,3.225,3.742
20090120035714008,2009-01-20T03:57:14.016000Z,-83.971571,-78.14989,1.94,5.824,6.823,-83.969939,-78.149868,1.9318,0.0689,0.1816,0.1651,0.1281,0.0899,0.0638,0.0902,3.311,2.756,3.311
20090120035730164,2009-01-20T03:57:30.172000Z,-84.014427,-78.139978,1.905,15.89,18.66,-84.013141,-78.140453,1.9253,0.1652,0.0974,0.0655,0.0379,0.0531,0.0353,0.0414,5.109,4.18,5.109
20090120035733748,2009-01-20T03:57:33.768000Z,-84.012079,-78.168507,2.0,10.4,12.1,-84.013289,-78.168387,1.9862,0.1231,0.1632,0.063,0.0369,0.0484,0.0352,0.0398,5.398,4.502,5.398
20090120035748808,2009-01-20T03:57:48.808000Z,-84.018124,-78.13935,1.945,12.53,14.39,-84.015843,-78.139622,1.9421,0.1895,0.1141,0.0663,0.0449,0.0586,0.0472,0.0499,5.636,4.785,5.636
20090120035756128,2009-01-20T03:57:56.176000Z,-83.798904,-78.123055,2.015,10.89,12.99,-83.80106,-78.123299,2.0333,0.063,0.2035,0.1723,0.0942,0.0804,0.0629,0.0781,4.532,3.639,4.532
20090120035801704,2009-01-20T03:58:01.704000Z,-83.970917,-78.149934,1.935,8.984,10.3,-83.972356,-78.149913,1.9249,0.0703,0.1286,0.1992,0.0541,0.0643,0.0352,0.0496,3.643,3.079,3.643
20090120035810892,2009-01-20T03:58:10.924000Z,-84.025375,-78.166217,2.015,10.49,12.1,-84.027815,-78.166165,2.0023,0.0615,0.1433,0.1551,0.0647,0.0553,0.043,0.0536,3.879,3.249,3.879
20090120035819896,2009-01-20T03:58:19.932000Z,-83.763456,-78.16048,1.955,50.38,57.87,-83.763902,-78.160551,1.9036,0.2067,0.0794,0.0672,0.0185,0.037,0.074,0.037,8.388,6.938,8.388
20090120035824008,2009-01-20T03:58:24.020000Z,-84.022495,-78.140736,1.94,7.131,8.266,-84.020683,-78.141051,1.9379,0.2107,0.1111,0.0692,0.0489,0.0817,0.0491,0.0581,4.343,3.657,4.343
20090120035840708,2009-01-20T03:58:40.724000Z,-83.972008,-78.150024,1.905,5.692,6.503,-83.973258,-78.149975,1.8881,0.0721,0.1163,0.2001,0.0713,0.0856,0.0399,0.0625,3.271,2.789,3.271
20090120035845184,2009-01-20T03:58:45.188000Z,-84.012689,-78.140427,1.92,11.04,12.97,-84.013456,-78.140537,1.9349,0.1758,0.1004,0.0639,0.0415,0.0586,0.0348,0.0439,5.182,4.295,5.182
20090120035858884,2009-01-20T03:58:58.904000Z,-84.015951,-78.139843,1.925,16.48,18.76,-84.015669,-78.139911,1.9146,0.1619,0.0935,0.0675,0.036,0.0498,0.0412,0.0419,6.191,5.243,6.191
20090120035901516,2009-01-20T03:59:01.540000Z,-84.012734,-78.168551,1.99,10.04,11.83,-84.01543,-78.168628,1.9839,0.0619,0.1301,0.152,0.062,0.0535,0.038,0.0502,4.635,3.822,4.635
20090120035914300,2009-01-20T03:59:14.336000Z,-83.981398,-78.184505,1.88,6.917,7.758,-83.981381,-78.184031,1.8851,0.0647,0.1049,0.2458,0.0578,0.0948,0.1431,0.0922,4.501,3.913,4.501
20090120035952012,2009-01-20T03:59:52.032000Z,-84.012516,-78.168551,2.0,13.56,15.63,-84.015144,-78.168496,1.9886,0.0637,0.1361,0.1624,0.0332,0.0476,0.0336,0.0376,5.263,4.358,5.263
20090120035953412,2009-01-20T03:59:53.432000Z,-83.97288,-78.150024,1.94,6.245,7.197,-83.972964,-78.150058,1.9139,0.0708,0.1089,0.1644,0.0441,0.0702,0.0363,0.0483,3.618,3.045,3.618
20090120035954908,2009-01-20T03:59:54.940000Z,-83.902896,-78.161632,1.755,15.32,17.8,-83.903629,-78.1618,1.7444,0.0765,0.2862,0.1078,0.0344,0.0496,0.0669,0.0485,6.712,5.593,6.712
20090120035958808,2009-01-20T03:59:58.800000Z,-84.014214,-78.140426,1.975,12.28,14.41,-84.014577,-78.140375,1.9544,0.1867,0.1056,0.0672,0.0404,0.0679,0.0447,0.0497,5.729,4.692,5.729
20090120040000360,2009-01-20T04:00:00.364000Z,-84.018342,-78.13935,1.95,16.03,18.68,-84.016688,-78.139756,1.9498,0.195,0.11,0.0732,0.0374,0.0556,0.0423,0.0445,5.554,4.606,5.554
20090120040003212,2009-01-20T04:00:03.240000Z,-83.947003,-78.16745,1.855,6.115,6.961,-83.946541,-78.167586,1.8313,0.0702,0.1126,0.2483,0.07,0.0892,0.0895,0.0824,3.852,3.299,3.852
20090120040020316,2009-01-20T04:00:20.324000Z,-84.027698,-78.138271,1.915,8.449,9.436,-84.026346,-78.138454,1.8986,0.1352,0.2077,0.0698,0.0416,0.0575,0.0513,0.0497,4.6,3.996,4.6
20090120040044940,2009-01-20T04:00:44.944000Z,-83.973315,-78.149889,1.965,7.032,7.856,-83.973333,-78.150173,1.9558,0.0686,0.1167,0.1829,0.0478,0.061,0.0366,0.0474,3.391,2.936,3.391
20090120040054612,2009-01-20T04:00:54.640000Z,-83.981181,-78.18464,1.86,6.174,6.91,-83.981043,-78.184551,1.8419,0.0801,0.1336,0.2884,0.0817,0.1381,0.2277,0.1369,3.845,3.348,3.845
20090120040107652,2009-01-20T04:01:07.680000Z,-83.765206,-78.160167,1.96,47.35,55.27,-83.765253,-78.160456,1.8969,0.2238,0.082,0.0759,0.025,0.0353,0.0574,0.037,9.621,7.831,9.621
20090120040113928,2009-01-20T04:01:13.948000Z,-84.012516,-78.168507,1.995,15.45,17.75,-84.014181,-78.168447,1.9822,0.1187,0.1592,0.0642,0.0385,0.049,0.036,0.0408,5.429,4.511,5.429
20090120040114892,2009-01-20T04:01:14.904000Z,-84.012906,-78.140382,1.915,13.24,15.73,-84.012864,-78.140555,1.9188,0.064,0.1041,0.1811,0.0413,0.0626,0.0425,0.0479,5.295,4.334,5.295
20090120040121716,2009-01-20T04:01:21.740000Z,-83.903115,-78.161811,1.77,13.9,16.05,-83.904192,-78.161712,1.8208,0.0758,0.2487,0.1033,0.0343,0.0518,0.0668,0.0492,6.626,5.555,6.626
20090120040126044,2009-01-20T04:01:26.044000Z,-84.045076,-78.152459,2.045,5.514,6.252,-84.045191,-78.152691,2.027,0.0638,0.1853,0.1474,0.0925,0.0734,0.0402,0.0648,3.252,2.768,3.252
20090120040129444,2009-01-20T04:01:29.448000Z,-84.017037,-78.139485,1.935,10.91,13.16,-84.016307,-78.139765,1.9352,0.0744,0.1144,0.1838,0.0439,0.0635,0.0517,0.0524,5.228,4.196,5.228
20090120040135700,2009-01-20T04:01:35.680000Z,-84.072851,-78.112541,1.86,6.178,7.12,-84.073644,-78.112594,1.889,0.5195,0.131,0.1051,0.0953,0.1355,0.2532,0.1484,3.972,3.347,3.972
20090120040216216,2009-01-20T04:02:16.236000Z,-84.012516,-78.168551,1.995,14.76,16.91,-84.015174,-78.168473,1.979,0.1304,0.1641,0.0647,0.0318,0.0446,0.0341,0.0364,5.194,4.364,5.194
20090120040216580,2009-01-20T04:02:16.600000Z,-83.981399,-78.184684,1.85,6.411,7.35,-83.98223,-78.18436,1.8917,0.3594,0.1292,0.077,0.0776,0.1229,0.1992,0.1239,4.519,3.839,4.519
20090120040235712,2009-01-20T04:02:35.724000Z,-83.970917,-78.149845,1.925,6.228,7.275,-83.971769,-78.14988,1.9226,0.0665,0.1241,0.1667,0.0632,0.0693,0.0414,0.0566,3.457,2.891,3.457
20090120040242748,2009-01-20T04:02:42.744000Z,-84.013125,-78.140516,1.945,16.96,19.8,-84.014383,-78.140414,1.9473,0.0657,0.0971,0.1611,0.0379,0.053,0.0353,0.0414,6.424,5.291,6.424
20090120040245876,2009-01-20T04:02:45.900000Z,-84.015733,-78.139843,1.915,17.81,20.33,-84.015805,-78.140003,1.9145,0.1565,0.0943,0.0669,0.0398,0.0509,0.0401,0.0433,5.606,4.754,5.606
20090120040253336,2009-01-20T04:02:53.356000Z,-84.012298,-78.168551,1.995,10.84,12.23,-84.012958,-78.16848,1.9802,0.0666,0.1282,0.1642,0.044,0.0479,0.0343,0.0416,4.57,3.894,4.57
20090120040255056,2009-01-20T04:02:55.092000Z,-83.799861,-78.164928,1.655,6.651,7.675,-83.800208,-78.164475,1.6883,0.0805,0.1145,0.4912,0.0716,0.1101,0.2031,0.117,4.843,4.109,4.843
20090120040317476,2009-01-20T04:03:17.500000Z,-84.045452,-78.147488,2.045,6.332,7.123,-84.044549,-78.147523,2.0371,0.0724,0.15,0.1772,0.0651,0.0719,0.0341,0.0542,3.544,3.067,3.544
20090120040323500,2009-01-20T04:03:23.536000Z,-83.763452,-78.160883,1.845,29.42,34.38,-83.76454,-78.160509,1.8942,0.2041,0.0885,0.0759,0.0225,0.0415,0.0624,0.0388,7.663,6.277,7.663
20090120040329732,2009-01-20T04:03:29.760000Z,-83.973315,-78.149844,1.93,6.363,7.329,-83.974461,-78.149738,1.8976,0.0719,0.1121,0.1843,0.0592,0.0731,0.0446,0.0578,3.264,2.75,3.264
20090120040346160,2009-01-20T04:03:46.188000Z,-84.016383,-78.139485,1.865,8.528,10.27,-84.015413,-78.140062,1.9013,0.1651,0.0974,0.0769,0.0467,0.0689,0.0568,0.0567,4.76,3.828,4.76
20090120040414272,2009-01-20T04:04:14.260000Z,-83.970917,-78.149934,1.905,6.403,7.276,-83.971265,-78.149981,1.8857,0.0697,0.1133,0.1592,0.0579,0.0698,0.0385,0.0538,3.372,2.882,3.372
20090120040415660,2009-01-20T04:04:15.664000Z,-84.040127,-78.139474,1.945,5.834,6.498,-84.039045,-78.139662,1.9437,0.0721,0.1489,0.2016,0.0518,0.0703,0.0504,0.0568,3.588,3.136,3.588
20090120040423496,2009-01-20T04:04:23.504000Z,-84.014209,-78.139978,1.905,19.3,22.48,-84.01205,-78.140272,1.906,0.0679,0.1178,0.1799,0.0304,0.0504,0.0415,0.0399,6.024,4.979,6.024
20090120040429944,2009-01-20T04:04:29.952000Z,-83.909878,-78.159572,1.85,6.318,7.345,-83.911444,-78.15914,1.8943,0.0788,0.1087,0.3079,0.079,0.1126,0.0989,0.0958,4.511,3.79,4.511
20090120040435408,2009-01-20T04:04:35.444000Z,-83.903333,-78.161542,1.8,11.87,14.01,-83.903256,-78.161852,1.7825,0.248,0.0721,0.0906,0.0348,0.0562,0.0701,0.0516,6.143,5.082,6.143
20090120040444208,2009-01-20T04:04:44.224000Z,-84.012516,-78.168596,2.005,15.76,17.87,-84.014107,-78.168638,1.9873,0.1274,0.157,0.0649,0.0321,0.0436,0.0351,0.0366,5.462,4.654,5.462
