EventID,DT,X,Y,Z,COA,COA_NORM,GAU_X,GAU_Y,GAU_Z,GAU_ErrX,GAU_ErrY,GAU_ErrZ,COV_ErrX,COV_ErrY,COV_ErrZ,COV_Err_XYZ,TRIG_COA,DEC_COA,DEC_COA_NORM
20090121061236072,2009-01-21T06:12:36.108000Z,-83.84937,-78.12383,2.01,6.31,7.47,-83.849285,-78.123592,1.9963,0.1285,0.1969,0.0668,0.0595,0.0809,0.0441,0.0597,3.5,2.848,3.5
20090121061240772,2009-01-21T06:12:40.780000Z,-83.813931,-78.151095,1.925,25.32,28.5,-83.813609,-78.151018,1.9266,0.196,0.0971,0.0719,0.0362,0.0439,0.0497,0.0429,8.124,6.779,8.124
20090121061242320,2009-01-21T06:12:42.336000Z,-83.983594,-78.154409,1.96,7.329,8.591,-83.982883,-78.154385,1.9567,0.1955,0.1116,0.0751,0.058,0.0698,0.0382,0.0537,3.927,3.215,3.927
20090121061242912,2009-01-21T06:12:42.948000Z,-84.049217,-78.169833,2.105,11.76,13.81,-84.049633,-78.169741,2.0756,0.0648,0.1444,0.176,0.0599,0.056,0.0395,0.051,5.504,4.503,5.504
20090121061256672,2009-01-21T06:12:56.672000Z,-83.851016,-78.146983,1.96,12.95,14.92,-83.85226,-78.146605,1.9563,0.0722,0.1238,0.2074,0.0421,0.0733,0.0462,0.0523,4.509,3.781,4.509
20090121061304072,2009-01-21T06:13:04.080000Z,-84.031176,-78.137642,1.935,5.663,6.456,-84.028982,-78.138134,1.947,0.0747,0.139,0.2595,0.069,0.118,0.0708,0.0832,3.913,3.347,3.913
20090121061318672,2009-01-21T06:13:18.720000Z,-83.957912,-78.165881,1.81,17.08,20.18,-83.959848,-78.166124,1.818,0.0665,0.0963,0.1819,0.0297,0.0579,0.0432,0.042,6.608,5.415,6.608
20090121061323632,2009-01-21T06:13:23.668000Z,-84.045501,-78.169567,2.11,7.102,8.217,-84.046452,-78.169705,2.0808,0.0124,0.0324,0.0333,0.0976,0.0855,0.0708,0.0839,4.439,3.688,4.439
20090121061328008,2009-01-21T06:13:28.024000Z,-83.970917,-78.149934,1.92,7.952,8.878,-83.971134,-78.150085,1.9087,0.0703,0.1397,0.175,0.0512,0.0654,0.0354,0.0491,3.546,3.038,3.546
20090121061329712,2009-01-21T06:13:29.720000Z,-84.00775,-78.14849,1.98,12.68,14.66,-84.008934,-78.148802,1.9595,0.1168,0.1621,0.071,0.0347,0.0429,0.0304,0.0356,4.137,3.418,4.137
20090121061331148,2009-01-21T06:13:31.164000Z,-83.980537,-78.154007,1.975,9.632,11.25,-83.981161,-78.154099,1.9572,0.0702,0.1191,0.1745,0.0594,0.0671,0.0417,0.055,3.847,3.199,3.847
20090121061345832,2009-01-21T06:13:45.864000Z,-83.851015,-78.147118,1.95,10.74,12.41,-83.852564,-78.146882,1.9409,0.0689,0.1269,0.1837,0.0499,0.0669,0.0465,0.0537,4.208,3.486,4.208
20090121061348292,2009-01-21T06:13:48.328000Z,-84.029535,-78.16729,2.03,5.758,6.762,-84.030769,-78.167271,2.0327,0.0616,0.1854,0.1496,0.0898,0.0806,0.0543,0.0733,3.332,2.736,3.332
20090121061351044,2009-01-21T06:13:51.056000Z,-83.951736,-78.151103,1.98,5.551,6.414,-83.951824,-78.150867,1.9638,0.2844,0.1111,0.0905,0.0746,0.126,0.0492,0.0773,3.65,3.043,3.65
20090121061352236,2009-01-21T06:13:52.240000Z,-84.041752,-78.147938,2.025,5.721,6.741,-84.040269,-78.147664,2.0175,0.065,0.124,0.1913,0.0742,0.0993,0.0474,0.0704,3.978,3.249,3.978
20090121061355064,2009-01-21T06:13:55.092000Z,-83.982066,-78.15432,1.955,6.628,7.66,-83.981324,-78.1543,1.9443,0.0746,0.121,0.1855,0.0561,0.0774,0.0382,0.0549,3.747,3.152,3.747
20090121061357264,2009-01-21T06:13:57.276000Z,-83.90595,-78.158945,2.02,6.519,7.54,-83.904584,-78.159606,1.9372,0.3368,0.0905,0.0749,0.0761,0.1172,0.1101,0.0994,4.211,3.538,4.211
20090121061402408,2009-01-21T06:14:02.432000Z,-84.048998,-78.169833,2.13,10.44,11.97,-84.048231,-78.169774,2.0985,0.0578,0.1255,0.1655,0.0514,0.0647,0.0467,0.0538,4.971,4.193,4.971
20090121061405916,2009-01-21T06:14:05.892000Z,-83.973325,-78.151591,1.91,15.14,17.46,-83.975621,-78.151548,1.923,0.0657,0.1161,0.1437,0.0336,0.0428,0.0304,0.0352,5.131,4.227,5.131
20090121061407576,2009-01-21T06:14:07.592000Z,-83.977685,-78.151321,1.93,8.848,10.02,-83.977581,-78.151184,1.9204,0.1766,0.0831,0.0721,0.0363,0.062,0.0361,0.0433,4.244,3.529,4.244
20090121061408508,2009-01-21T06:14:08.528000Z,-83.816546,-78.151409,1.845,18.21,21.17,-83.81863,-78.151266,1.8592,0.0678,0.0951,0.2067,0.0468,0.0678,0.0652,0.0592,5.466,4.422,5.466
20090121061409560,2009-01-21T06:14:09.572000Z,-83.970917,-78.149845,1.91,7.064,8.452,-83.970909,-78.149729,1.8858,0.0668,0.1376,0.179,0.0551,0.0613,0.0371,0.05,3.194,2.572,3.194
20090121061418348,2009-01-21T06:14:18.364000Z,-83.764769,-78.160212,1.975,11.16,13.21,-83.764331,-78.160317,1.9315,0.0124,0.0323,0.0336,0.0462,0.0555,0.082,0.0595,5.255,4.27,5.255
20090121061418856,2009-01-21T06:14:18.884000Z,-83.941289,-78.156703,1.95,5.681,6.905,-83.94119,-78.156821,1.9173,0.0749,0.1074,0.2833,0.0643,0.0943,0.0631,0.0726,4.372,3.497,4.372
20090121061426060,2009-01-21T06:14:26.068000Z,-83.980536,-78.153828,1.965,8.501,9.762,-83.981076,-78.153942,1.9573,0.0705,0.1264,0.1758,0.0611,0.0666,0.0383,0.0538,3.64,3.066,3.64
20090121061434296,2009-01-21T06:14:34.312000Z,-84.025388,-78.167471,2.02,7.993,9.418,-84.026702,-78.167265,2.0199,0.0642,0.1342,0.1867,0.052,0.0736,0.0453,0.0558,4.131,3.341,4.131
20090121061435304,2009-01-21T06:14:35.324000Z,-83.86636,-78.116219,2.05,8.146,9.794,-83.867237,-78.116175,2.0486,0.2186,0.1206,0.0687,0.0523,0.073,0.0582,0.0605,5.056,4.046,5.056
20090121061437272,2009-01-21T06:14:37.276000Z,-83.958567,-78.165836,1.85,9.303,10.95,-83.95966,-78.166091,1.8301,0.0735,0.1138,0.2411,0.0533,0.075,0.0706,0.0656,4.978,4.089,4.978
20090121061440028,2009-01-21T06:14:40.048000Z,-84.049,-78.169923,2.135,9.76,11.53,-84.049289,-78.169979,2.0984,0.0625,0.1552,0.1757,0.0744,0.0641,0.0509,0.0624,5.053,4.133,5.053
20090121061445308,2009-01-21T06:14:45.332000Z,-83.852763,-78.145998,1.99,8.125,9.524,-83.852841,-78.146557,1.9622,0.0676,0.1149,0.2311,0.0542,0.1003,0.0495,0.0645,3.868,3.191,3.868
20090121061452496,2009-01-21T06:14:52.512000Z,-83.983157,-78.154365,1.955,6.526,7.602,-83.981831,-78.154411,1.9518,0.0698,0.1202,0.182,0.0608,0.0663,0.0364,0.0527,3.657,3.034,3.657
20090121061509348,2009-01-21T06:15:09.372000Z,-83.940416,-78.156524,1.95,6.769,7.777,-83.939574,-78.157318,1.9037,0.3137,0.0933,0.0884,0.0683,0.101,0.0758,0.0805,4.055,3.418,4.055
20090121061521876,2009-01-21T06:15:21.876000Z,-83.81415,-78.15105,1.92,20.45,23.72,-83.814121,-78.151038,1.9055,0.0712,0.11,0.2048,0.0382,0.0554,0.0528,0.0482,6.479,5.306,6.479
20090121061524668,2009-01-21T06:15:24.668000Z,-83.977046,-78.153784,1.86,7.259,8.578,-83.978943,-78.153965,1.8533,0.0783,0.1307,0.2127,0.0733,0.0743,0.0433,0.0618,3.73,3.029,3.73
20090121061526784,2009-01-21T06:15:26.796000Z,-83.970917,-78.149845,1.935,6.702,7.445,-83.970326,-78.149751,1.9117,0.0677,0.2131,0.1707,0.0867,0.0692,0.0528,0.0681,3.293,2.825,3.293
20090121061532808,2009-01-21T06:15:32.844000Z,-83.860822,-78.147612,1.885,9.747,11.94,-83.860618,-78.14741,1.8909,0.2363,0.1097,0.0779,0.0486,0.0686,0.0495,0.0548,5.367,4.172,5.367
20090121061535592,2009-01-21T06:15:35.596000Z,-84.031601,-78.136657,1.94,9.678,11.54,-84.030404,-78.136611,1.9315,0.1708,0.0939,0.0649,0.0349,0.0438,0.0439,0.0406,5.207,4.252,5.207
20090121061552160,2009-01-21T06:15:52.176000Z,-83.981407,-78.153649,1.94,7.64,9.397,-83.981355,-78.153656,1.9237,0.0663,0.1095,0.1565,0.0582,0.0685,0.0354,0.052,4.814,3.772,4.814
20090121061553948,2009-01-21T06:15:54.000000Z,-83.90748,-78.162572,1.745,6.278,7.164,-83.9058,-78.162835,1.6757,0.349,0.0993,0.0789,0.0804,0.1525,0.1721,0.1282,3.533,2.986,3.533
20090121061602704,2009-01-21T06:16:02.740000Z,-83.847411,-78.124008,1.965,6.112,7.207,-83.847671,-78.124045,1.948,0.2227,0.1006,0.0697,0.0488,0.0965,0.0523,0.0627,3.326,2.715,3.326
20090121061604300,2009-01-21T06:16:04.340000Z,-84.034559,-78.148075,1.995,5.732,6.592,-84.034163,-78.1481,1.9875,0.0669,0.1409,0.1607,0.0622,0.0712,0.0379,0.0552,3.363,2.824,3.363
20090121061607688,2009-01-21T06:16:07.736000Z,-84.027134,-78.167426,2.05,5.855,6.8,-84.027111,-78.167118,2.0331,0.0603,0.1247,0.1672,0.065,0.0763,0.0551,0.0649,3.619,3.012,3.619
20090121061614616,2009-01-21T06:16:14.620000Z,-84.008404,-78.14849,1.985,19.75,22.75,-84.009724,-78.148729,1.9677,0.1559,0.0954,0.0709,0.0339,0.0455,0.0298,0.0358,5.319,4.45,5.319
20090121061618404,2009-01-21T06:16:18.440000Z,-83.957913,-78.16597,1.805,19.24,22.45,-83.959603,-78.166029,1.8034,0.0662,0.0888,0.1853,0.023,0.0499,0.0451,0.0373,6.686,5.525,6.686
20090121061621812,2009-01-21T06:16:21.844000Z,-83.851015,-78.147118,1.96,10.77,12.67,-83.852619,-78.146874,1.9392,0.0713,0.1254,0.2003,0.0448,0.078,0.0452,0.0541,4.491,3.665,4.491
20090121061626916,2009-01-21T06:16:26.944000Z,-84.049216,-78.169744,2.12,10.44,11.67,-84.05067,-78.169685,2.0717,0.0621,0.1973,0.1779,0.1017,0.0814,0.0743,0.0851,4.004,3.444,4.004
20090121061633056,2009-01-21T06:16:33.080000Z,-83.85089,-78.124412,1.975,6.903,8.399,-83.850771,-78.124243,1.9718,0.1798,0.1117,0.0654,0.045,0.0645,0.0425,0.0498,4.022,3.22,4.022
20090121061633464,2009-01-21T06:16:33.456000Z,-83.911186,-78.157512,1.925,5.573,6.731,-83.912282,-78.157622,1.9376,0.0717,0.1112,0.2938,0.0726,0.1087,0.0975,0.0917,3.818,3.092,3.818
20090121061641260,2009-01-21T06:16:41.268000Z,-83.812405,-78.151049,1.945,22.12,25.42,-83.811895,-78.150925,1.9269,0.2107,0.0948,0.0716,0.0383,0.0543,0.0579,0.0494,6.632,5.467,6.632
20090121061644236,2009-01-21T06:16:44.248000Z,-83.971353,-78.14989,1.94,8.701,10.05,-83.972906,-78.149977,1.9351,0.0653,0.1204,0.1615,0.0472,0.0589,0.0381,0.0473,3.777,3.173,3.777
20090121061647160,2009-01-21T06:16:47.172000Z,-83.902678,-78.162169,1.835,7.765,9.033,-83.894636,-78.164142,1.5923,0.8199,0.1054,0.0822,0.097,0.1131,0.119,0.1093,5.281,4.4,5.281
20090121061653688,2009-01-21T06:16:53.728000Z,-83.903768,-78.1589,1.925,9.031,10.39,-83.904056,-78.159097,1.8589,0.2791,0.0836,0.0749,0.0616,0.0832,0.0855,0.0759,5.54,4.673,5.54
20090121061712820,2009-01-21T06:17:12.852000Z,-83.851234,-78.147028,1.96,8.666,10.42,-83.852194,-78.146715,1.9598,0.0677,0.1141,0.1931,0.0482,0.0793,0.0453,0.0557,3.878,3.08,3.878
20090121061713244,2009-01-21T06:17:13.232000Z,-83.98272,-78.154186,1.93,6.615,8.006,-83.982162,-78.153868,1.9217,0.0686,0.1094,0.1712,0.0624,0.0785,0.0382,0.0572,3.885,3.103,3.885
20090121061714716,2009-01-21T06:17:14.764000Z,-83.954133,-78.150699,1.965,5.787,6.707,-83.953512,-78.150891,1.9482,0.2252,0.1053,0.0822,0.0529,0.0817,0.0488,0.0595,3.165,2.66,3.165
20090121061725596,2009-01-21T06:17:25.580000Z,-84.045887,-78.147443,2.065,6.858,8.175,-84.046461,-78.147234,2.0456,0.0661,0.247,0.1613,0.1413,0.0865,0.0325,0.0735,3.804,3.065,3.804
20090121061726436,2009-01-21T06:17:26.456000Z,-83.972444,-78.149979,1.965,6.251,7.415,-83.970958,-78.149835,1.95,0.0674,0.1383,0.1843,0.0808,0.0731,0.048,0.0657,3.369,2.751,3.369
20090121061727204,2009-01-21T06:17:27.228000Z,-84.030746,-78.138135,1.92,6.963,8.051,-84.031522,-78.138255,1.9403,0.0703,0.1041,0.1773,0.0482,0.0777,0.0541,0.0587,3.573,3.009,3.573
20090121061728584,2009-01-21T06:17:28.604000Z,-83.765206,-78.160167,1.965,11.14,12.83,-83.767615,-78.160454,1.9318,0.2647,0.1166,0.0843,0.0548,0.0567,0.0811,0.0632,5.237,4.407,5.237
20090121061737632,2009-01-21T06:17:37.620000Z,-83.941071,-78.156658,1.945,6.641,7.756,-83.940028,-78.156741,1.9113,0.0723,0.1045,0.271,0.0691,0.0954,0.0655,0.0756,4.03,3.359,4.03
20090121061747908,2009-01-21T06:17:47.956000Z,-83.957478,-78.166239,1.795,16.7,19.82,-83.959637,-78.166,1.8038,0.0702,0.098,0.1861,0.0263,0.052,0.0451,0.0395,6.542,5.235,6.542
20090121061803256,2009-01-21T06:18:03.288000Z,-83.85058,-78.147028,1.96,10.56,12.09,-83.851322,-78.146715,1.9372,0.2072,0.0979,0.0767,0.0394,0.0785,0.0372,0.0486,4.483,3.7,4.483
20090121061803856,2009-01-21T06:18:03.892000Z,-83.814368,-78.15105,1.885,22.16,25.23,-83.81671,-78.150755,1.885,0.07,0.1186,0.2024,0.0413,0.0492,0.0464,0.0455,6.953,5.781,6.953
20090121061805632,2009-01-21T06:18:05.668000Z,-84.047469,-78.169789,2.125,9.937,11.5,-84.046463,-78.169707,2.0799,0.0124,0.0322,0.0332,0.0653,0.0633,0.0476,0.0581,4.467,3.731,4.467
20090121061811692,2009-01-21T06:18:11.692000Z,-83.971135,-78.149845,1.925,8.303,9.751,-83.973105,-78.149982,1.9228,0.0711,0.1196,0.1884,0.0594,0.0631,0.0377,0.0521,3.678,3.029,3.678
20090121061826756,2009-01-21T06:18:26.780000Z,-84.047661,-78.16764,2.16,6.271,7.299,-84.046316,-78.167924,2.0839,0.0124,0.0321,0.0334,0.0624,0.0857,0.0513,0.065,4.226,3.526,4.226
20090121061847956,2009-01-21T06:18:47.964000Z,-84.030295,-78.136792,1.915,7.93,9.237,-84.030652,-78.137157,1.9418,0.2627,0.1166,0.0789,0.0596,0.1085,0.0725,0.0777,4.532,3.77,4.532
20090121061853176,2009-01-21T06:18:53.212000Z,-83.851016,-78.147028,1.96,12.12,14.11,-83.852003,-78.14687,1.9404,0.0714,0.1149,0.1904,0.0303,0.0463,0.0373,0.0374,4.562,3.787,4.562
20090121061856124,2009-01-21T06:18:56.136000Z,-83.970917,-78.149845,1.935,7.16,8.323,-83.970689,-78.149764,1.9176,0.0661,0.1455,0.1677,0.0581,0.0611,0.0375,0.0511,3.464,2.894,3.464
20090121061910120,2009-01-21T06:19:10.144000Z,-83.952827,-78.151372,1.965,6.675,7.722,-83.95164,-78.151666,1.9428,0.2487,0.0973,0.08,0.0551,0.0793,0.0471,0.0591,3.48,2.893,3.48
20090121061930440,2009-01-21T06:19:30.448000Z,-83.81415,-78.151005,1.92,15.58,18.22,-83.814849,-78.151225,1.9018,0.0718,0.1521,0.2096,0.0373,0.0528,0.0534,0.0472,5.419,4.417,5.419
20090121061934900,2009-01-21T06:19:34.916000Z,-83.979883,-78.153918,1.94,6.251,7.424,-83.979286,-78.154228,1.923,0.0683,0.1159,0.1605,0.0642,0.0666,0.0381,0.0546,3.503,2.817,3.503
20090121061942228,2009-01-21T06:19:42.264000Z,-83.851233,-78.147073,1.98,6.914,8.012,-83.852256,-78.146254,1.9835,0.1445,0.2831,0.079,0.0697,0.1259,0.0601,0.0808,3.961,3.305,3.961
20090121061943040,2009-01-21T06:19:43.064000Z,-83.763452,-78.160883,1.85,14.29,16.79,-83.765143,-78.160405,1.9154,0.2372,0.103,0.0792,0.0427,0.0474,0.0689,0.0519,6.371,5.251,6.371
20090121061949048,2009-01-21T06:19:49.052000Z,-83.973751,-78.149934,1.945,6.164,7.156,-83.973312,-78.150093,1.9303,0.0692,0.1055,0.1721,0.0565,0.0721,0.0392,0.0543,3.388,2.824,3.388
20090121062001836,2009-01-21T06:20:01.884000Z,-83.957913,-78.165925,1.805,18.17,21.32,-83.960084,-78.165973,1.8196,0.0709,0.0981,0.1899,0.0225,0.0513,0.0444,0.0371,6.669,5.466,6.669
20090121062006436,2009-01-21T06:20:06.456000Z,-83.975067,-78.151098,1.915,5.656,6.507,-83.975097,-78.151106,1.908,0.0672,0.1473,0.1878,0.0632,0.0704,0.0444,0.0582,3.516,2.941,3.516
20090121062009660,2009-01-21T06:20:09.688000Z,-83.954134,-78.150968,1.97,6.964,8.492,-83.955294,-78.151061,1.9468,0.2689,0.096,0.081,0.0615,0.0856,0.0477,0.0631,3.835,3.021,3.835
20090121062010920,2009-01-21T06:20:10.956000Z,-84.048999,-78.169878,2.115,7.834,9.295,-84.048602,-78.169839,2.0946,0.0603,0.1686,0.1595,0.0841,0.0752,0.0529,0.0694,4.171,3.399,4.171
20090121062013636,2009-01-21T06:20:13.668000Z,-83.939979,-78.156345,1.935,5.949,6.829,-83.939135,-78.156583,1.884,0.072,0.1031,0.2675,0.0671,0.0897,0.0664,0.0737,3.676,3.108,3.676
20090121062023856,2009-01-21T06:20:23.888000Z,-83.911185,-78.157422,1.91,5.533,6.336,-83.910551,-78.15771,1.8603,0.304,0.0888,0.0765,0.0736,0.101,0.0925,0.0883,3.998,3.409,3.998
20090121062029660,2009-01-21T06:20:29.696000Z,-83.850798,-78.147073,1.965,7.454,8.942,-83.850302,-78.146769,1.9574,0.0715,0.1346,0.1996,0.0451,0.0763,0.0456,0.0539,4.092,3.319,4.092
20090121062041396,2009-01-21T06:20:41.404000Z,-83.813496,-78.15105,1.935,21.46,24.56,-83.812428,-78.151051,1.9104,0.0708,0.1115,0.1981,0.0297,0.0439,0.0474,0.0396,5.537,4.56,5.537
20090121062041988,2009-01-21T06:20:42.016000Z,-83.868753,-78.115592,2.065,7.311,8.614,-83.869047,-78.115649,2.0524,0.2389,0.1185,0.0691,0.0541,0.0884,0.083,0.0735,4.857,3.97,4.857
20090121062047952,2009-01-21T06:20:47.956000Z,-83.852632,-78.12392,1.99,5.911,6.786,-83.852632,-78.124217,1.9899,0.1326,0.217,0.0707,0.0709,0.0994,0.0487,0.07,3.617,3.052,3.617
20090121062056404,2009-01-21T06:20:56.444000Z,-84.055994,-78.170367,2.005,7.379,8.461,-84.052879,-78.170159,1.9835,0.0124,0.033,0.0335,0.0892,0.0837,0.0739,0.082,4.455,3.761,4.455
20090121062108156,2009-01-21T06:21:08.188000Z,-84.027123,-78.166396,2.055,5.729,6.392,-84.025002,-78.166056,2.0684,0.0731,0.1848,0.2542,0.1049,0.1108,0.0627,0.09,3.264,2.819,3.264
20090121062112524,2009-01-21T06:21:12.576000Z,-83.851452,-78.147028,1.96,7.033,8.301,-83.854426,-78.147064,1.9375,0.0678,0.1408,0.1896,0.069,0.0933,0.0547,0.0706,3.82,3.096,3.82
20090121062114572,2009-01-21T06:21:14.608000Z,-83.971572,-78.150113,1.93,6.08,7.059,-83.972752,-78.150148,1.9215,0.0684,0.1277,0.1676,0.0613,0.0704,0.0364,0.054,3.727,3.102,3.727
20090121062117340,2009-01-21T06:21:17.356000Z,-83.957693,-78.165612,1.805,17.43,20.75,-83.958662,-78.165789,1.8152,0.0662,0.1051,0.1863,0.022,0.0401,0.0384,0.0324,6.7,5.416,6.7
20090121062123944,2009-01-21T06:21:23.996000Z,-83.943685,-78.155628,1.99,5.92,6.778,-83.942667,-78.156091,1.9406,0.0743,0.1025,0.2736,0.0745,0.0969,0.0686,0.0791,3.738,3.185,3.738
20090121062144144,2009-01-21T06:21:44.172000Z,-84.049436,-78.169923,2.115,10.77,12.69,-84.049855,-78.170001,2.0876,0.0633,0.1389,0.1734,0.0558,0.0584,0.0399,0.0507,4.884,3.998,4.884
20090121062151132,2009-01-21T06:21:51.136000Z,-83.953261,-78.150879,1.97,7.518,8.596,-83.953295,-78.151088,1.9361,0.2163,0.0932,0.0751,0.0496,0.0727,0.0436,0.054,3.495,2.969,3.495
20090121062156180,2009-01-21T06:21:56.216000Z,-83.851234,-78.146983,1.97,8.066,9.387,-83.852725,-78.147036,1.9448,0.0734,0.1536,0.2012,0.0723,0.0921,0.0574,0.0725,3.844,3.191,3.844
20090121062159348,2009-01-21T06:21:59.376000Z,-83.815676,-78.151006,1.855,20.07,23.77,-83.818737,-78.150721,1.9052,0.2171,0.1117,0.081,0.0492,0.0479,0.047,0.048,6.983,5.552,6.983
20090121062201564,2009-01-21T06:22:01.612000Z,-83.930591,-78.153166,1.845,6.264,7.282,-83.930084,-78.152576,1.8779,0.3536,0.1104,0.0837,0.0756,0.1594,0.1017,0.107,3.57,2.975,3.57
20090121062218824,2009-01-21T06:22:18.852000Z,-83.971135,-78.149934,1.925,6.249,7.194,-83.970507,-78.149564,1.8769,0.0695,0.1332,0.174,0.0755,0.0769,0.0487,0.0656,3.11,2.635,3.11
20090121062229140,2009-01-21T06:22:29.144000Z,-83.901805,-78.159617,1.835,12.13,13.98,-83.90295,-78.159517,1.8377,0.3571,0.0756,0.0908,0.0669,0.0933,0.1075,0.0875,5.98,4.989,5.98
20090121062233080,2009-01-21T06:22:33.116000Z,-83.957695,-78.166149,1.795,16.48,19.21,-83.959585,-78.166038,1.8039,0.0662,0.0993,0.1847,0.0315,0.0557,0.0531,0.0453,6.267,5.168,6.267
20090121062235064,2009-01-21T06:22:35.084000Z,-84.052276,-78.170011,2.075,10.61,12.33,-84.050214,-78.170046,2.0858,0.062,0.1387,0.1893,0.0681,0.0719,0.0534,0.0639,4.752,3.934,4.752
20090121062243516,2009-01-21T06:22:43.556000Z,-84.02713,-78.167023,2.04,7.242,8.459,-84.025738,-78.166451,2.0679,0.0663,0.1797,0.1954,0.0802,0.1077,0.0562,0.0786,3.458,2.857,3.458
20090121062301040,2009-01-21T06:23:01.056000Z,-83.970917,-78.14989,1.92,5.723,6.702,-83.972308,-78.149637,1.9134,0.072,0.1319,0.2052,0.0729,0.0819,0.0435,0.0638,3.252,2.687,3.252
20090121062311424,2009-01-21T06:23:11.440000Z,-84.04878,-78.169834,2.125,6.057,7.156,-84.048758,-78.169706,2.1146,0.0587,0.1585,0.1835,0.071,0.0805,0.0553,0.0681,3.667,3.023,3.667
20090121062324200,2009-01-21T06:23:24.208000Z,-83.813931,-78.151095,1.93,20.49,23.4,-83.813331,-78.150952,1.925,0.0723,0.1001,0.2087,0.0385,0.0561,0.0543,0.0489,7.055,5.865,7.055
20090121062327008,2009-01-21T06:23:27.028000Z,-83.851233,-78.147118,1.96,8.955,10.81,-83.853226,-78.147278,1.9489,0.2045,0.126,0.071,0.0655,0.0601,0.0437,0.0556,4.101,3.296,4.101
20090121062328324,2009-01-21T06:23:28.356000Z,-83.903551,-78.161498,1.795,9.577,11.03,-83.904715,-78.161455,1.7982,0.2952,0.0782,0.0973,0.0612,0.0697,0.0918,0.0732,5.505,4.664,5.505
20090121062331284,2009-01-21T06:23:31.308000Z,-83.951736,-78.151193,1.94,8.258,9.589,-83.950598,-78.151498,1.9149,0.0756,0.11,0.24,0.058,0.0919,0.0529,0.0656,3.562,2.986,3.562
20090121062342520,2009-01-21T06:23:42.512000Z,-83.97179,-78.150024,1.95,5.615,6.517,-83.971983,-78.149842,1.9404,0.0673,0.1244,0.1783,0.0681,0.0749,0.0414,0.0596,3.189,2.657,3.189
20090121062343912,2009-01-21T06:23:43.916000Z,-84.032034,-78.136477,1.94,7.876,9.296,-84.03148,-78.136662,1.9324,0.072,0.1208,0.1884,0.0384,0.0618,0.0515,0.0496,4.654,3.829,4.654
20090121062347088,2009-01-21T06:23:47.104000Z,-83.982048,-78.151589,1.995,6.161,7.162,-83.982705,-78.151616,1.9782,0.1919,0.0899,0.075,0.0526,0.0691,0.0357,0.0506,3.431,2.851,3.431
20090121062349572,2009-01-21T06:23:49.588000Z,-84.047688,-78.169789,2.135,10.29,11.86,-84.049497,-78.170167,2.0769,0.0687,0.1603,0.2019,0.1093,0.0881,0.0748,0.0896,4.887,4.093,4.887
20090121062402996,2009-01-21T06:24:03.012000Z,-83.957912,-78.165881,1.805,25.72,31.13,-83.958713,-78.165916,1.81,0.068,0.0975,0.1882,0.0199,0.0468,0.0372,0.0326,7.687,6.085,7.687
20090121062406696,2009-01-21T06:24:06.676000Z,-83.90115,-78.15993,1.89,12.79,14.74,-83.903428,-78.159711,1.894,0.3267,0.0794,0.1,0.0719,0.0933,0.1027,0.0883,6.265,5.211,6.265
20090121062408552,2009-01-21T06:24:08.572000Z,-83.953696,-78.150565,1.975,6.972,8.142,-83.95293,-78.150564,1.9514,0.0691,0.1171,0.2061,0.0415,0.0717,0.0454,0.0513,3.492,2.874,3.492
20090121062410208,2009-01-21T06:24:10.220000Z,-83.900932,-78.163244,1.855,7.51,8.683,-83.901363,-78.163512,1.8344,0.2848,0.0937,0.0793,0.068,0.0981,0.1085,0.0898,4.772,4.005,4.772
20090121062424464,2009-01-21T06:24:24.464000Z,-83.901368,-78.159527,1.86,7.912,9.13,-83.902747,-78.159756,1.84,0.3642,0.0756,0.0868,0.0724,0.1075,0.1035,0.093,4.893,4.109,4.893
20090121062427352,2009-01-21T06:24:27.392000Z,-83.955005,-78.150834,1.92,5.798,6.531,-83.955975,-78.150777,1.9054,0.2471,0.1048,0.085,0.0802,0.1159,0.049,0.0769,3.323,2.859,3.323
20090121062432376,2009-01-21T06:24:32.408000Z,-83.828968,-78.11563,2.125,5.541,6.51,-83.830028,-78.11544,2.0815,0.0124,0.0324,0.0335,0.0755,0.0937,0.0739,0.0806,3.748,3.098,3.748
20090121062435060,2009-01-21T06:24:35.088000Z,-83.765206,-78.160122,1.955,9.948,11.41,-83.764282,-78.160306,1.881,0.0124,0.032,0.0336,0.0458,0.0541,0.0917,0.061,4.849,4.08,4.849
20090121062439720,2009-01-21T06:24:39.708000Z,-83.852978,-78.146894,1.965,7.311,8.545,-83.854007,-78.146899,1.9628,0.0633,0.1266,0.2086,0.1489,0.1089,0.0612,0.0998,3.885,3.178,3.885
20090121062440564,2009-01-21T06:24:40.580000Z,-84.048559,-78.169654,2.14,12.94,15.06,-84.049,-78.169734,2.114,0.0615,0.127,0.1848,0.0599,0.0684,0.0472,0.0578,5.272,4.322,5.272
20090121062442340,2009-01-21T06:24:42.352000Z,-84.044361,-78.147399,2.01,7.042,8.188,-84.044353,-78.147601,2.0034,0.0664,0.1467,0.1343,0.2449,0.159,0.0525,0.1269,3.421,2.833,3.421
20090121062447364,2009-01-21T06:24:47.384000Z,-83.813496,-78.151005,1.93,21.16,23.71,-83.813524,-78.151006,1.9232,0.0695,0.112,0.199,0.0367,0.0491,0.0467,0.0439,5.467,4.622,5.467
