EventID,DT,X,Y,Z,COA,COA_NORM,GAU_X,GAU_Y,GAU_Z,GAU_ErrX,GAU_ErrY,GAU_ErrZ,COV_ErrX,COV_ErrY,COV_ErrZ,COV_Err_XYZ,TRIG_COA,DEC_COA,DEC_COA_NORM,GlobalCovarianceProduct,GlobalCovarianceGeometricMean
20090120142459708,2009-01-20T14:24:59.724000Z,-84.024497,-78.165725,2.035,12.05,13.47,-84.024133,-78.165268,2.0203,0.1238,0.1428,0.0579,0.0473,0.057,0.0378,0.0467,3.908,3.364,3.908,0.00010191258000000001,0.04670993526646089
20090120071700584,2009-01-20T07:17:00.608000Z,-84.045706,-78.168447,2.085,8.435,9.667,-84.048535,-78.167925,2.0813,0.0124,0.0326,0.0334,0.0769,0.0774,0.0549,0.0689,4.255,3.578,4.255,0.00032676809399999996,0.06887789747615906
20090120193312084,2009-01-20T19:33:12.104000Z,-83.970903,-78.147516,1.955,15.27,17.53,-83.97122,-78.147546,1.9317,0.0708,0.0997,0.1647,0.0207,0.0391,0.0367,0.031,4.849,4.063,4.849,2.9703879000000005e-05,0.030969751625393248
20090120230810456,2009-01-20T23:08:10.484000Z,-83.95348,-78.151103,1.99,6.459,7.423,-83.952936,-78.151216,1.9544,0.2481,0.081,0.1052,0.0599,0.087,0.0475,0.0628,3.581,3.009,3.581,0.00024753674999999995,0.06278846918670924
20090120064406004,2009-01-20T06:44:06.008000Z,-84.015085,-78.140426,1.97,8.986,10.69,-84.015835,-78.140662,1.9553,0.2142,0.0968,0.0687,0.0427,0.0754,0.0486,0.0539,4.689,3.828,4.689,0.000156471588,0.0538863163908595
20090120091147648,2009-01-20T09:11:47.664000Z,-83.740512,-78.162841,1.96,6.388,7.399,-83.741263,-78.163122,1.9674,0.0732,0.1522,0.3467,0.0912,0.1648,0.2984,0.1649,3.736,3.107,3.736,0.004484880384,0.1649112517410902
20090120230016324,2009-01-20T23:00:16.320000Z,-84.005036,-78.16224,1.955,6.026,6.844,-84.005088,-78.162045,1.9453,0.0621,0.1372,0.1532,0.0564,0.0746,0.0403,0.0553,3.408,2.918,3.408,0.000169559832,0.05534872986495813
20090120134916184,2009-01-20T13:49:16.200000Z,-83.959857,-78.16176,1.84,5.318,6.151,-83.959216,-78.161346,1.8135,0.072,0.1213,0.2188,0.0649,0.0924,0.0632,0.0724,3.755,3.181,3.755,0.000378995232,0.07236766868326584
20090120224016420,2009-01-20T22:40:16.440000Z,-84.012297,-78.168462,2.0,6.28,7.284,-84.015189,-78.168261,1.9919,0.0663,0.1718,0.2026,0.0898,0.1053,0.0543,0.0801,4.104,3.419,4.104,0.000513457542,0.08007584172352472
20090120104045512,2009-01-20T10:40:45.556000Z,-84.020778,-78.164965,2.005,5.569,6.385,-84.018519,-78.164706,2.0058,0.0673,0.1511,0.1935,0.0775,0.0933,0.0514,0.0719,3.297,2.788,3.297,0.00037166055,0.0718977812599765
20090120002715772,2009-01-20T00:27:15.788000Z,-84.045294,-78.152459,2.05,5.528,6.268,-84.0498,-78.152989,2.0157,0.067,0.1971,0.1738,0.1666,0.093,0.0465,0.0897,3.008,2.586,3.008,0.0007204617000000001,0.08964724884286944
20090120022736188,2009-01-20T02:27:36.200000Z,-84.030918,-78.13397,1.905,5.026,5.751,-84.030296,-78.134094,1.8892,0.0673,0.1092,0.2186,0.0635,0.1094,0.0942,0.0868,3.226,2.744,3.226,0.00065439798,0.08681884089864672
20090120221607468,2009-01-20T22:16:07.472000Z,-83.81306,-78.15105,1.94,19.21,22.38,-83.812724,-78.150984,1.9337,0.0676,0.1061,0.2084,0.0408,0.0574,0.0564,0.0509,6.566,5.418,6.566,0.000132084288,0.05092726887643664
20090120144022500,2009-01-20T14:40:22.524000Z,-84.001663,-78.176258,1.9,7.824,9.14,-84.002658,-78.17659,1.8583,0.2615,0.1184,0.0734,0.0861,0.9494,0.282,0.2846,4.887,4.012,4.887,0.023051621879999998,0.2845993009778895
20090120143326364,2009-01-20T14:33:26.380000Z,-83.865769,-78.171259,1.8,5.182,6.021,-83.86767,-78.171002,1.8101,0.4275,0.1091,0.0933,0.1436,0.1941,0.2831,0.1991,4.052,3.412,4.052,0.007890778356,0.19908564578551913
20090120050608780,2009-01-20T05:06:08.788000Z,-83.866282,-78.144075,1.98,6.231,7.261,-83.867827,-78.14415,1.9848,0.2009,0.1136,0.0689,0.0537,0.0866,0.044,0.0589,3.908,3.256,3.908,0.00020461847999999998,0.058927084106761354
20090120125250764,2009-01-20T12:52:50.776000Z,-83.874751,-78.158406,1.71,6.766,7.737,-83.875664,-78.158523,1.6936,0.2496,0.0911,0.101,0.0694,0.111,0.1359,0.1015,4.357,3.718,4.357,0.00104689206,0.1015392540704193
20090120050122592,2009-01-20T05:01:22.616000Z,-83.807726,-78.16417,1.715,5.368,6.074,-83.810126,-78.164163,1.6997,0.0813,0.1101,0.3489,0.0984,0.134,0.2282,0.1444,3.656,3.146,3.656,0.0030089539199999998,0.14436830104034903
20090120105133304,2009-01-20T10:51:33.312000Z,-84.014645,-78.139933,1.91,19.25,22.43,-84.014476,-78.140494,1.9291,0.0661,0.0939,0.1648,0.0349,0.0558,0.0328,0.04,6.254,5.176,6.254,6.387537600000001e-05,0.03997401979604505
20090120053331176,2009-01-20T05:33:31.192000Z,-84.030082,-78.13724,1.855,6.382,7.507,-84.031805,-78.137589,1.834,0.0783,0.1071,0.2014,0.063,0.0927,0.085,0.0792,4.284,3.51,4.284,0.0004964085,0.07917955739611447
20090120063043824,2009-01-20T06:30:43.848000Z,-84.002974,-78.176213,1.945,9.351,10.68,-84.003645,-78.176237,1.9381,0.0721,0.1424,0.2299,0.0553,0.0761,0.0696,0.0664,5.435,4.637,5.435,0.000292899768,0.06641094741355423
20090120052659096,2009-01-20T05:26:59.128000Z,-84.002318,-78.176213,1.93,6.308,7.437,-84.002007,-78.176254,1.8984,0.071,0.1155,0.2234,0.0513,0.0781,0.081,0.0687,4.888,4.034,4.888,0.00032452893000000006,0.06872020915345921
20090120133357060,2009-01-20T13:33:57.056000Z,-83.798364,-78.161345,1.8,5.496,6.344,-83.797507,-78.161745,1.8139,0.3001,0.1324,0.0939,0.0821,0.0955,0.1452,0.1044,3.826,3.24,3.826,0.00113844786,0.1044169608092333
20090120051322332,2009-01-20T05:13:22.340000Z,-84.007968,-78.14849,1.98,8.101,9.463,-84.010325,-78.148598,1.9526,0.0725,0.1202,0.1819,0.0586,0.0697,0.0346,0.0521,3.63,2.999,3.63,0.000141320932,0.05208773797387525
20090120080747880,2009-01-20T08:07:47.908000Z,-84.039381,-78.150312,2.025,5.016,5.764,-84.039501,-78.150072,2.0152,0.0643,0.1616,0.1856,0.0861,0.0952,0.0427,0.0705,3.221,2.735,3.221,0.000349999944,0.0704729835620894
20090120213513800,2009-01-20T21:35:13.816000Z,-84.033993,-78.136342,1.95,9.126,10.42,-84.034193,-78.136495,1.9381,0.2221,0.0982,0.073,0.0375,0.06,0.0599,0.0513,5.437,4.636,5.437,0.00013477499999999998,0.051270762953402424
20090120140630180,2009-01-20T14:06:30.176000Z,-83.812187,-78.151094,1.955,8.473,9.969,-83.811352,-78.150843,1.9443,0.0657,0.1422,0.2042,0.0575,0.0934,0.0692,0.0719,3.527,2.898,3.527,0.0003716386,0.07189636582200233
20090120213251532,2009-01-20T21:32:51.576000Z,-83.903332,-78.158721,1.91,8.716,10.1,-83.903158,-78.158785,1.8592,0.0749,0.1092,0.2983,0.0582,0.0895,0.0934,0.0787,5.088,4.285,5.088,0.00048651125999999995,0.07864980171678725
20090120053218140,2009-01-20T05:32:18.160000Z,-84.015514,-78.139754,1.925,19.45,22.82,-84.01527,-78.139736,1.895,0.1963,0.0906,0.0791,0.0311,0.0515,0.0498,0.043,6.776,5.509,6.776,7.976216999999998e-05,0.04304595231739144
20090120041656516,2009-01-20T04:16:56.540000Z,-84.022933,-78.14096,1.965,5.718,6.445,-84.021898,-78.140633,1.9312,0.073,0.1465,0.2137,0.0805,0.0853,0.0555,0.0725,3.38,2.923,3.38,0.000381099075,0.07250132855274508
20090120171847216,2009-01-20T17:18:47.240000Z,-84.092129,-78.149296,2.075,6.317,7.265,-84.091711,-78.149378,2.0203,0.0054,0.0126,0.0198,0.0849,0.0816,0.0643,0.0764,3.78,3.206,3.78,0.00044546011200000005,0.0763723710664138
20090120214747464,2009-01-20T21:47:47.476000Z,-83.971136,-78.150069,1.925,6.409,7.514,-83.971204,-78.150279,1.9246,0.0738,0.1216,0.1738,0.0851,0.075,0.0688,0.076,3.134,2.59,3.134,0.000439116,0.07600807855029516
20090120025911656,2009-01-20T02:59:11.692000Z,-83.864975,-78.143895,1.995,5.672,6.544,-83.866205,-78.143609,1.9897,0.1922,0.1032,0.068,0.0502,0.0749,0.0402,0.0532,3.632,3.075,3.632,0.000151151196,0.05326850757412274
20090120061626852,2009-01-20T06:16:26.876000Z,-84.045486,-78.168357,2.09,7.68,8.88,-84.046632,-78.168054,2.0922,0.06,0.1657,0.1734,0.0894,0.0781,0.06,0.0748,4.62,3.869,4.62,0.00041892839999999997,0.07482497855094099
20090120074014964,2009-01-20T07:40:14.980000Z,-84.03204,-78.137015,1.93,5.736,6.656,-84.033777,-78.13752,1.8942,0.0814,0.1189,0.2133,0.0691,0.1216,0.0789,0.0872,3.882,3.27,3.882,0.000662961984,0.08719592888436693
20090120142522012,2009-01-20T14:25:22.028000Z,-83.807141,-78.155078,2.355,7.065,8.392,-83.808209,-78.154741,2.3343,0.005,0.0155,0.0129,0.0805,0.1837,0.1865,0.1402,4.933,3.984,4.933,0.002757934025,0.14023657322560346
20090120210229764,2009-01-20T21:02:29.800000Z,-84.026029,-78.166172,2.025,5.983,6.88,-84.026748,-78.165954,2.0107,0.0671,0.1574,0.1887,0.0861,0.0897,0.0551,0.0752,3.331,2.819,3.331,0.000425546667,0.07521695208543969
20090120135422312,2009-01-20T13:54:22.332000Z,-83.743572,-78.179279,2.5,5.488,6.097,-83.74142,-78.179485,2.3106,0.004,0.0076,0.0126,0.214,1.6365,0.3548,0.499,3.361,2.914,3.361,0.1242548628,0.4990045030202623
20090120042802780,2009-01-20T04:28:02.768000Z,-83.907697,-78.160423,1.87,5.521,6.236,-83.907517,-78.160802,1.8034,0.3146,0.0892,0.1096,0.1554,0.2424,0.336,0.233,3.997,3.47,3.997,0.01265677056,0.23304563296634687
20090120012351036,2009-01-20T01:23:51.084000Z,-83.953553,-78.167404,2.3,5.022,5.567,-83.951782,-78.167587,2.2652,0.2332,0.1156,0.0757,0.0852,0.1539,0.1292,0.1192,3.389,2.929,3.389,0.0016941065760000002,0.11921024377829668
20090120094724792,2009-01-20T09:47:24.796000Z,-83.963925,-78.14698,1.995,6.278,7.223,-83.963202,-78.146864,1.9675,0.0786,0.1155,0.1894,0.0412,0.06,0.0359,0.0446,4.315,3.624,4.315,8.874479999999999e-05,0.04460473583472587
20090120030411964,2009-01-20T03:04:12.004000Z,-83.903551,-78.161453,1.795,6.219,7.073,-83.904616,-78.161761,1.7319,0.0764,0.1016,0.3124,0.1109,0.182,0.2072,0.1611,3.954,3.389,3.954,0.00418208336,0.1611131152160092
20090120123017124,2009-01-20T12:30:17.152000Z,-84.023181,-78.165188,2.045,5.248,6.069,-84.021296,-78.165189,2.0283,0.0625,0.1654,0.1745,0.0721,0.0784,0.0455,0.0636,3.376,2.864,3.376,0.00025719511999999995,0.06359469781622559
20090120011604780,2009-01-20T01:16:04.784000Z,-84.017907,-78.139439,1.95,19.93,23.2,-84.016518,-78.139902,1.9611,0.1675,0.0994,0.0684,0.0358,0.0514,0.0358,0.0404,6.562,5.437,6.562,6.5876296e-05,0.04038713605402631
20090120115251788,2009-01-20T11:52:51.796000Z,-84.014427,-78.139978,1.91,11.93,14.39,-84.013573,-78.14082,1.9404,0.2065,0.1007,0.0712,0.0488,0.0845,0.0454,0.0572,5.799,4.626,5.799,0.00018721144000000004,0.057206335386430454
20090120235444048,2009-01-20T23:54:44.028000Z,-83.90966,-78.159124,1.86,6.019,6.937,-83.911951,-78.158697,1.8804,0.283,0.0904,0.1132,0.0776,0.1003,0.0972,0.0911,3.4,2.876,3.4,0.000756534816,0.09111914579065473
20090120034732732,2009-01-20T03:47:32.740000Z,-84.01421,-78.140068,1.91,14.04,16.47,-84.014055,-78.140636,1.9333,0.1651,0.0968,0.0661,0.034,0.0562,0.0378,0.0416,5.302,4.368,5.302,7.222824e-05,0.041645589197342535
20090120162728260,2009-01-20T16:27:28.264000Z,-83.762582,-78.160569,1.955,13.58,15.57,-83.764316,-78.160563,1.9435,0.0765,0.1199,0.2383,0.0413,0.0497,0.0742,0.0534,5.568,4.682,5.568,0.00015230366200000002,0.05340354846502504
20090120063512992,2009-01-20T06:35:13.044000Z,-83.927174,-78.185142,1.755,7.214,8.145,-83.928336,-78.184519,1.8268,0.095,0.1156,0.353,0.0823,0.136,0.2848,0.1472,4.509,3.878,4.509,0.0031877094400000004,0.1471723561825414
20090120034626576,2009-01-20T03:46:26.580000Z,-84.017907,-78.139439,1.95,21.81,25.36,-84.015933,-78.13973,1.9481,0.1639,0.0925,0.0667,0.0321,0.0456,0.0413,0.0393,7.061,5.847,7.061,6.0453288e-05,0.039247015987459485
20090120203259956,2009-01-20T20:33:00.004000Z,-83.958348,-78.165746,1.835,8.81,10.03,-83.960471,-78.166155,1.8037,0.0693,0.1155,0.2142,0.0746,0.0743,0.0669,0.0718,5.035,4.256,5.035,0.00037081198200000006,0.07184302103335964
20090120193117892,2009-01-20T19:31:17.912000Z,-84.012516,-78.168507,2.0,19.79,22.82,-84.01342,-78.168475,1.9917,0.065,0.1078,0.1494,0.0249,0.0438,0.0306,0.0322,6.513,5.437,6.513,3.337297199999999e-05,0.0321957313374879
20090120114949440,2009-01-20T11:49:49.460000Z,-83.958348,-78.165657,1.825,6.755,7.729,-83.959875,-78.166034,1.7941,0.0698,0.12,0.2554,0.0871,0.0996,0.0872,0.0911,4.359,3.689,4.359,0.0007564739519999999,0.09111670218228732
20090120150734120,2009-01-20T15:07:34.144000Z,-84.002102,-78.176482,1.91,15.6,18.22,-84.002534,-78.176123,1.9384,0.0715,0.1186,0.1971,0.0289,0.0585,0.0542,0.045,6.808,5.609,6.808,9.163323e-05,0.04508350420890321
20090120205721536,2009-01-20T20:57:21.564000Z,-84.026248,-78.166217,2.03,5.716,6.522,-84.02695,-78.166135,2.0175,0.0603,0.1492,0.1691,0.0653,0.073,0.049,0.0616,3.217,2.729,3.217,0.00023357809999999997,0.06158534430958112
20090120035127216,2009-01-20T03:51:27.224000Z,-84.014209,-78.139978,1.9,22.52,26.36,-84.01401,-78.140684,1.9299,0.0666,0.0998,0.1787,0.025,0.0453,0.0373,0.0348,6.639,5.475,6.639,4.2242250000000004e-05,0.034826969119318346
20090120124334456,2009-01-20T12:43:34.488000Z,-84.044797,-78.147443,2.03,5.672,6.494,-84.045114,-78.147438,2.0134,0.0649,0.1934,0.147,1.1906,0.5555,0.1721,0.4847,3.2,2.685,3.2,0.11382320543000002,0.4846299730927012
20090120015513032,2009-01-20T01:55:13.036000Z,-83.964576,-78.146443,1.985,11.71,13.74,-83.964801,-78.146449,1.9793,0.0756,0.1029,0.1918,0.033,0.0498,0.0378,0.0396,5.306,4.385,5.306,6.212052e-05,0.03960454493289886
20090120063933128,2009-01-20T06:39:33.152000Z,-84.003408,-78.175899,1.925,7.429,8.756,-84.003383,-78.175719,1.9616,0.2075,0.1074,0.071,0.1664,0.1505,0.0693,0.1202,4.388,3.587,4.388,0.0017354937599999998,0.12017321651335738
20090120113635616,2009-01-20T11:36:35.656000Z,-83.898316,-78.146584,1.995,5.133,5.845,-83.897781,-78.146994,1.961,0.2345,0.1108,0.0761,0.0685,0.1019,0.0556,0.0729,3.079,2.626,3.079,0.00038809634000000004,0.07294236646999619
20090120093240412,2009-01-20T09:32:40.452000Z,-83.898534,-78.145554,2.035,5.891,6.365,-83.898564,-78.145643,2.0141,0.0691,0.1045,0.1965,0.0447,0.0728,0.0426,0.0518,3.189,2.806,3.189,0.000138627216,0.05175466484588969
20090120175427852,2009-01-20T17:54:27.888000Z,-84.078918,-78.111238,1.92,5.851,6.515,-84.078619,-78.111411,2.0124,0.4685,0.1098,0.1191,0.0845,0.1392,0.2746,0.1478,3.687,3.223,3.687,0.00322995504,0.1478196463916814
20090120134254948,2009-01-20T13:42:54.972000Z,-84.002974,-78.176258,1.945,13.14,15.43,-84.003964,-78.176257,1.9321,0.0656,0.1384,0.1994,0.0363,0.0545,0.0542,0.0475,5.206,4.27,5.206,0.00010722656999999999,0.04750807914284535
20090120065943332,2009-01-20T06:59:43.352000Z,-84.031384,-78.136791,1.905,11.22,13.12,-84.030672,-78.137153,1.9015,0.1697,0.1054,0.0725,0.0249,0.032,0.0394,0.0315,5.687,4.716,5.687,3.139392e-05,0.03154630629609564
20090120070656668,2009-01-20T07:06:56.672000Z,-83.903332,-78.1589,1.92,5.152,5.847,-83.904169,-78.15846,1.923,0.5217,0.1023,0.0863,0.1028,0.1627,0.1457,0.1346,3.574,3.079,3.574,0.002436914092,0.13456953130188842
20090120081654328,2009-01-20T08:16:54.356000Z,-83.737451,-78.163287,1.955,6.845,8.003,-83.737938,-78.163728,1.9512,0.0805,0.1508,0.3777,0.0684,0.1094,0.1999,0.1143,4.095,3.382,4.095,0.001495843704,0.11436559820236511
20090120044749044,2009-01-20T04:47:49.040000Z,-83.952984,-78.137488,2.06,7.438,8.581,-83.955176,-78.136784,2.0126,0.3387,0.0858,0.0927,0.0728,0.1202,0.0601,0.0807,4.281,3.614,4.281,0.000525908656,0.08071794679745262
20090120021542736,2009-01-20T02:15:42.772000Z,-83.763234,-78.160883,1.85,37.03,42.16,-83.764305,-78.160318,1.9301,0.0124,0.0316,0.0336,0.0306,0.0466,0.0778,0.0481,7.125,5.867,7.125,0.00011093968799999999,0.04805024946063735
20090120112023468,2009-01-20T11:20:23.504000Z,-83.793993,-78.161971,1.85,6.066,6.898,-83.795311,-78.161754,1.8299,0.077,0.1041,0.2221,0.0643,0.0828,0.1209,0.0863,3.905,3.336,3.905,0.0006436764359999999,0.08634208599595919
20090120204338868,2009-01-20T20:43:38.900000Z,-84.027989,-78.165634,2.02,5.894,6.702,-84.030376,-78.166108,1.9823,0.0641,0.2068,0.1767,0.1071,0.0955,0.0665,0.0879,3.247,2.764,3.247,0.000680165325,0.0879437193937895
20090120092430772,2009-01-20T09:24:30.784000Z,-84.021441,-78.165816,2.045,5.796,6.688,-84.024316,-78.165888,2.0218,0.1411,0.1983,0.0695,0.0728,0.085,0.0464,0.066,3.53,2.975,3.53,0.00028712320000000004,0.0659714599591007
20090120235351772,2009-01-20T23:53:51.800000Z,-84.021865,-78.164517,2.01,11.24,13.29,-84.022906,-78.164427,1.9894,0.0636,0.1343,0.1512,0.0453,0.0606,0.0352,0.0459,3.916,3.174,3.916,9.6630336e-05,0.04588856707573464
20090120012330812,2009-01-20T01:23:30.840000Z,-83.887614,-78.167722,1.71,5.0,5.734,-83.888029,-78.167531,1.7236,0.0826,0.1142,0.309,0.0735,0.1051,0.1746,0.1105,4.09,3.486,4.09,0.0013487588099999998,0.11048706358797976
20090120001204756,2009-01-20T00:12:04.760000Z,-84.016386,-78.139753,1.955,16.17,19.1,-84.01634,-78.139823,1.9599,0.1745,0.0893,0.0767,0.0362,0.0562,0.0489,0.0463,6.582,5.385,6.582,9.948411600000001e-05,0.04633593330590079
20090120030108208,2009-01-20T03:01:08.220000Z,-84.021441,-78.165771,2.055,6.552,7.517,-84.024359,-78.165549,2.0447,0.077,0.1657,0.2126,0.0838,0.1159,0.0511,0.0792,3.927,3.325,3.927,0.000496304662,0.07917403612332839
20090120154545600,2009-01-20T15:45:45.656000Z,-84.005432,-78.157537,1.95,5.35,5.969,-84.004763,-78.157464,1.9328,0.065,0.1757,0.1564,0.083,0.0741,0.0349,0.0599,3.555,3.094,3.555,0.00021464547,0.05987431747107777
20090120162848840,2009-01-20T16:28:48.872000Z,-84.024717,-78.165949,2.045,9.375,10.94,-84.026683,-78.165959,2.0163,0.0599,0.1658,0.144,0.0725,0.0566,0.0424,0.0558,3.811,3.154,3.811,0.00017398839999999998,0.05582646107342029
20090120023744388,2009-01-20T02:37:44.388000Z,-83.846572,-78.116977,2.01,5.166,6.084,-83.84359,-78.116301,1.9703,0.1957,0.2305,0.0676,0.1299,0.1545,0.1318,0.1383,3.433,2.787,3.433,0.00264516669,0.13829856749927466
20090120031213328,2009-01-20T03:12:13.368000Z,-83.806296,-78.123639,2.11,8.352,9.965,-83.804559,-78.123531,2.0773,0.0664,0.169,0.1953,0.1039,0.0901,0.0713,0.0874,4.599,3.652,4.599,0.000667467107,0.08739299494219704
20090120041136552,2009-01-20T04:11:36.572000Z,-84.07545,-78.111912,1.935,5.087,5.752,-84.074769,-78.111562,1.8001,0.087,0.1418,0.5849,0.1069,0.1369,0.3142,0.1663,3.715,3.219,3.715,0.004598194462,0.16628858764114227
20090120001800524,2009-01-20T00:18:00.540000Z,-83.975061,-78.150202,1.95,6.307,7.321,-83.973955,-78.150081,1.9444,0.1684,0.1071,0.0805,0.061,0.067,0.0407,0.055,3.516,2.927,3.516,0.00016634090000000002,0.05499624216749728
20090120162410988,2009-01-20T16:24:10.996000Z,-84.013992,-78.140023,1.905,5.141,5.952,-84.013319,-78.140292,1.9301,0.1811,0.0854,0.0641,0.0594,0.0723,0.0569,0.0625,3.333,2.779,3.333,0.000244363878,0.0625190451186125
20090120152742664,2009-01-20T15:27:42.684000Z,-84.007655,-78.162239,1.97,5.497,6.31,-84.009043,-78.162306,1.9732,0.0563,0.1262,0.151,0.085,0.0797,0.0424,0.066,3.18,2.671,3.18,0.0002872388,0.06598031246273374
20090120013820308,2009-01-20T01:38:20.328000Z,-84.044983,-78.126708,1.855,5.104,5.717,-84.044645,-78.126956,1.8875,0.0844,0.1368,0.2938,0.0744,0.1317,0.149,0.1134,3.277,2.857,3.277,0.00145997352,0.11344403355124112
20090120125942760,2009-01-20T12:59:42.780000Z,-83.813928,-78.151543,1.96,5.203,6.117,-83.813422,-78.151509,1.9628,0.0666,0.1247,0.2426,0.0689,0.1034,0.0911,0.0866,3.834,3.17,3.834,0.000649020086,0.08658035839340938
20090120061817388,2009-01-20T06:18:17.416000Z,-84.014427,-78.139933,1.905,7.654,8.959,-84.01597,-78.140143,1.9065,0.0702,0.1373,0.1885,0.0449,0.0614,0.0469,0.0506,4.689,3.824,4.689,0.000129296734,0.0505664561798894
20090120200018220,2009-01-20T20:00:18.252000Z,-83.971148,-78.188897,1.8,5.867,6.743,-83.972834,-78.188738,1.7519,0.0061,0.0636,0.02,0.0674,0.0968,0.18,0.1055,4.528,3.828,4.528,0.0011743775999999999,0.10550407956492353
20090120132415252,2009-01-20T13:24:15.224000Z,-83.971135,-78.149979,1.94,6.184,7.466,-83.972594,-78.149964,1.9338,0.0682,0.1138,0.1856,0.0614,0.0692,0.038,0.0545,4.529,3.626,4.529,0.00016145744,0.054452691881534496
20090120210633124,2009-01-20T21:06:33.144000Z,-84.012079,-78.168507,2.0,17.48,20.57,-84.011687,-78.168055,2.0049,0.066,0.1242,0.1668,0.0295,0.0413,0.0378,0.0358,6.152,5.043,6.152,4.605363e-05,0.03584439785713528
20090120121007352,2009-01-20T12:10:07.372000Z,-84.013125,-78.140471,1.92,12.56,14.64,-84.013173,-78.140667,1.9139,0.162,0.092,0.0614,0.0404,0.0648,0.0459,0.0493,5.017,4.142,5.017,0.000120162528,0.04934649969168401
20090120173304504,2009-01-20T17:33:04.508000Z,-83.971353,-78.149934,1.95,7.802,9.089,-83.972666,-78.149729,1.9576,0.0648,0.1093,0.1701,0.045,0.0655,0.0347,0.0468,3.602,3.006,3.602,0.00010227825,0.046765734835204915
20090120165631292,2009-01-20T16:56:31.320000Z,-83.973118,-78.189165,1.84,6.907,7.712,-83.974037,-78.18884,1.7374,0.0049,0.0096,0.0204,0.0464,0.0792,0.1241,0.077,4.112,3.596,4.112,0.00045605260800000004,0.07697298248170728
20090120231957956,2009-01-20T23:19:58.004000Z,-83.859828,-78.118995,2.035,7.678,8.838,-83.859748,-78.119024,2.0311,0.1443,0.1923,0.0678,0.0786,0.0843,0.0536,0.0708,4.096,3.391,4.096,0.000355152528,0.07081712694915103
20090120233932388,2009-01-20T23:39:32.424000Z,-84.036104,-78.149732,1.98,5.643,6.387,-84.037519,-78.150107,1.9544,0.0686,0.1955,0.1836,0.1039,0.0824,0.0379,0.0687,3.421,2.939,3.421,0.00032447554400000006,0.06871644071872636
20090120110948824,2009-01-20T11:09:48.860000Z,-84.012471,-78.140427,1.91,7.846,9.313,-84.013098,-78.140763,1.9191,0.1852,0.1046,0.0621,0.0413,0.0649,0.0452,0.0495,4.647,3.829,4.647,0.00012115272399999999,0.04948167522228724
20090120224108216,2009-01-20T22:41:08.244000Z,-84.021648,-78.164651,2.025,11.78,13.51,-84.023498,-78.164799,2.0191,0.0623,0.1306,0.1551,0.034,0.0562,0.033,0.0398,4.368,3.691,4.368,6.30564e-05,0.03980244254935469
20090120024212392,2009-01-20T02:42:12.424000Z,-84.034691,-78.179245,1.97,6.356,7.538,-84.036963,-78.17924,1.9962,0.0665,0.2059,0.2493,0.1411,0.1176,0.1391,0.1322,3.855,3.179,3.855,0.0023081363760000004,0.13215608212794314
20090120050912872,2009-01-20T05:09:12.888000Z,-83.953478,-78.150655,1.95,43.78,51.62,-83.954887,-78.150649,1.9509,0.1813,0.0737,0.0886,0.0239,0.0239,0.0235,0.0238,6.352,5.141,6.352,1.3423435000000002e-05,0.02376591583223848
20090120095901080,2009-01-20T09:59:01.100000Z,-83.763234,-78.160883,1.85,34.41,39.9,-83.764459,-78.1605,1.9175,0.0678,0.0908,0.2096,0.031,0.0449,0.0764,0.0474,7.916,6.469,7.916,0.00010634116,0.047376953551529814
20090120114131756,2009-01-20T11:41:31.792000Z,-84.012471,-78.140427,1.915,19.06,22.63,-84.012962,-78.140684,1.9148,0.1605,0.0921,0.0637,0.025,0.0482,0.0427,0.0372,6.799,5.405,6.799,5.1453500000000005e-05,0.037193893282084674
20090120054911424,2009-01-20T05:49:11.448000Z,-84.002097,-78.1759,1.92,6.838,7.919,-84.003431,-78.176267,1.917,0.0712,0.1641,0.2288,0.0817,0.0879,0.0876,0.0857,4.435,3.716,4.435,0.000629093268,0.08568504173320352
20090120101155584,2009-01-20T10:11:55.572000Z,-83.931427,-78.139462,1.76,5.37,6.154,-83.930971,-78.139531,1.7601,0.0623,0.141,0.2114,0.0606,0.1,0.0827,0.0794,3.604,3.03,3.604,0.000501162,0.07943149036325209
20090120131323716,2009-01-20T13:13:23.732000Z,-84.025372,-78.165904,2.05,19.7,22.23,-84.0268,-78.165992,2.0113,0.0619,0.1145,0.14,0.0338,0.0385,0.0325,0.0348,5.022,4.251,5.022,4.229225e-05,0.03484070467127487
20090120095746084,2009-01-20T09:57:46.108000Z,-84.02296,-78.16492,2.05,5.652,6.52,-84.022295,-78.165084,2.0339,0.1261,0.1843,0.063,0.0552,0.0733,0.0449,0.0566,3.87,3.285,3.87,0.00018167258400000002,0.05663650747321211
20090120123101352,2009-01-20T12:31:01.380000Z,-84.001228,-78.176438,1.91,17.22,20.11,-84.002126,-78.176245,1.9312,0.0691,0.1096,0.1956,0.035,0.0508,0.0452,0.0432,7.124,5.902,7.124,8.03656e-05,0.04315423250805566
20090120100621312,2009-01-20T10:06:21.348000Z,-84.060531,-78.150346,2.07,5.561,6.445,-84.061031,-78.150465,2.0826,0.0666,0.1207,0.2098,0.0557,0.0801,0.0405,0.0565,3.451,2.893,3.451,0.00018069358500000002,0.056534589726210116
